outcome	model	eth5	hh_cat	estimate	p	min95	max95	idstr6	num	adjusted
"onsdeath"	"model1"	"Mixed"	"6-9"	.66265965	.21166494	.34742011	1.263939	""	619	"Age-sex-IMD"
"onsdeath"	"model1"	"Mixed"	"10+"	1.183544	.35395843	.82878093	1.6901647	""	620	"Age-sex-IMD"
"onsdeath"	"model2"	"Mixed"	"1-2"	1		1	1	""	621	"+ co-morbidities"
"onsdeath"	"model2"	"Mixed"	"3-5"	.96952585	.8664601	.67592921	1.3906491	""	622	"+ co-morbidities"
"onsdeath"	"model2"	"Mixed"	"6-9"	1.140401	.71246143	.5670546	2.2934555	""	623	"+ co-morbidities"
"onsdeath"	"model2"	"Mixed"	"10+"	1.7105834	.00743339	1.1546056	2.5342814	""	624	"+ co-morbidities"
"onsdeath"	"crude"	"Other"	"1-2"	1		1	1	""	625	"Crude"
"onsdeath"	"crude"	"Other"	"3-5"	.47648209	8.753e-09	.37014077	.61337525	""	626	"Crude"
"onsdeath"	"crude"	"Other"	"6-9"	.66795624	.03167784	.46224397	.96521657	""	627	"Crude"
"onsdeath"	"crude"	"Other"	"10+"	1.563886	.0001951	1.236029	1.978707	""	628	"Crude"
"onsdeath"	"model0"	"Other"	"1-2"	1		1	1	""	629	"Age-sex"
"onsdeath"	"model0"	"Other"	"3-5"	.81171441	.11286149	.62720083	1.0505093	""	630	"Age-sex"
"onsdeath"	"model0"	"Other"	"6-9"	1.1901318	.35916379	.82037739	1.7265392	""	631	"Age-sex"
"onsdeath"	"model0"	"Other"	"10+"	1.9062948	1.248e-07	1.5007439	2.4214391	""	632	"Age-sex"
"onsdeath"	"model1"	"Other"	"1-2"	1		1	1	""	633	"Age-sex-IMD"
"onsdeath"	"model1"	"Other"	"3-5"	.82130903	.13508077	.63441857	1.0632547	""	634	"Age-sex-IMD"
"onsdeath"	"model1"	"Other"	"6-9"	1.1992545	.33897897	.82634381	1.7404515	""	635	"Age-sex-IMD"
"onsdeath"	"model1"	"Other"	"10+"	1.9070039	1.390e-07	1.4997454	2.4248543	""	636	"Age-sex-IMD"
"onsdeath"	"model2"	"Other"	"1-2"	1		1	1	""	637	"+ co-morbidities"
"onsdeath"	"model2"	"Other"	"3-5"	.8505618	.2803332	.6339963	1.1411035	""	638	"+ co-morbidities"
"onsdeath"	"model2"	"Other"	"6-9"	1.0310535	.90377912	.62799135	1.6928121	""	639	"+ co-morbidities"
"onsdeath"	"model2"	"Other"	"10+"	2.1733209	1.041e-08	1.6660495	2.8350439	""	640	"+ co-morbidities"
"onscoviddeath"	"crude"	"White"	"1-2"	1		1	1	""	641	"Crude"
"onscoviddeath"	"crude"	"White"	"3-5"	.32030165	1.95e-245	.29963685	.34239162	""	642	"Crude"
"onscoviddeath"	"crude"	"White"	"6-9"	1.3537981	8.499e-10	1.2289331	1.4913499	""	643	"Crude"
"onscoviddeath"	"crude"	"White"	"10+"	2.8589724	0	2.7403782	2.9826989	""	644	"Crude"
"onscoviddeath"	"model0"	"White"	"1-2"	1		1	1	""	645	"Age-sex"
"onscoviddeath"	"model0"	"White"	"3-5"	1.5523422	1.506e-36	1.4499116	1.6620091	""	646	"Age-sex"
"onscoviddeath"	"model0"	"White"	"6-9"	5.4159396	2.02e-252	4.9124674	5.9710119	""	647	"Age-sex"
"onscoviddeath"	"model0"	"White"	"10+"	3.6725017	0	3.5178134	3.833992	""	648	"Age-sex"
"onscoviddeath"	"model1"	"White"	"1-2"	1		1	1	""	649	"Age-sex-IMD"
"onscoviddeath"	"model1"	"White"	"3-5"	1.5418242	2.515e-35	1.4398628	1.6510058	""	650	"Age-sex-IMD"
"onscoviddeath"	"model1"	"White"	"6-9"	5.2371013	1.42e-241	4.7492918	5.7750147	""	651	"Age-sex-IMD"
"onscoviddeath"	"model1"	"White"	"10+"	3.6391609	0	3.4852148	3.799907	""	652	"Age-sex-IMD"
"onscoviddeath"	"model2"	"White"	"1-2"	1		1	1	""	653	"+ co-morbidities"
"onscoviddeath"	"model2"	"White"	"3-5"	1.5184638	1.857e-28	1.4101706	1.6350733	""	654	"+ co-morbidities"
"onscoviddeath"	"model2"	"White"	"6-9"	5.1103074	2.88e-207	4.6052226	5.6707881	""	655	"+ co-morbidities"
"onscoviddeath"	"model2"	"White"	"10+"	3.4714653	0	3.3123486	3.6382256	""	656	"+ co-morbidities"
"onscoviddeath"	"crude"	"South Asian"	"1-2"	1		1	1	""	657	"Crude"
"onscoviddeath"	"crude"	"South Asian"	"3-5"	.49975546	8.060e-15	.41950482	.59535793	""	658	"Crude"
"onscoviddeath"	"crude"	"South Asian"	"6-9"	.63252725	.00001936	.51264828	.78043901	""	659	"Crude"
"onscoviddeath"	"crude"	"South Asian"	"10+"	.64706583	.00010752	.5191305	.80652975	""	660	"Crude"
"onscoviddeath"	"model0"	"South Asian"	"1-2"	1		1	1	""	661	"Age-sex"
"onscoviddeath"	"model0"	"South Asian"	"3-5"	.9522522	.58882163	.79745953	1.1370913	""	662	"Age-sex"
"onscoviddeath"	"model0"	"South Asian"	"6-9"	1.1141587	.31893872	.90078764	1.3780713	""	663	"Age-sex"
"onscoviddeath"	"model0"	"South Asian"	"10+"	1.1207307	.31884937	.8957185	1.402268	""	664	"Age-sex"
"onscoviddeath"	"model1"	"South Asian"	"1-2"	1		1	1	""	665	"Age-sex-IMD"
"onscoviddeath"	"model1"	"South Asian"	"3-5"	.94635857	.54430571	.79186984	1.1309871	""	666	"Age-sex-IMD"
"onscoviddeath"	"model1"	"South Asian"	"6-9"	1.0724435	.5204903	.86642171	1.3274542	""	667	"Age-sex-IMD"
"onscoviddeath"	"model1"	"South Asian"	"10+"	1.093029	.43807062	.87295142	1.3685898	""	668	"Age-sex-IMD"
"onscoviddeath"	"model2"	"South Asian"	"1-2"	1		1	1	""	669	"+ co-morbidities"
"onscoviddeath"	"model2"	"South Asian"	"3-5"	.95539817	.64390626	.78734341	1.1593234	""	670	"+ co-morbidities"
"onscoviddeath"	"model2"	"South Asian"	"6-9"	1.0433027	.72173777	.82621112	1.3174363	""	671	"+ co-morbidities"
"onscoviddeath"	"model2"	"South Asian"	"10+"	1.1565492	.2387497	.90799145	1.4731482	""	672	"+ co-morbidities"
"onscoviddeath"	"crude"	"Black"	"1-2"	1		1	1	""	673	"Crude"
"onscoviddeath"	"crude"	"Black"	"3-5"	.497669	1.132e-06	.3757521	.65914318	""	674	"Crude"
"onscoviddeath"	"crude"	"Black"	"6-9"	.50465783	.00234556	.32484367	.78400643	""	675	"Crude"
"onscoviddeath"	"crude"	"Black"	"10+"	1.6154039	.00144546	1.2026166	2.1698765	""	676	"Crude"
"onscoviddeath"	"model0"	"Black"	"1-2"	1		1	1	""	677	"Age-sex"
"onscoviddeath"	"model0"	"Black"	"3-5"	1.0312638	.83291998	.77473684	1.3727307	""	678	"Age-sex"
"onscoviddeath"	"model0"	"Black"	"6-9"	1.2259982	.37077199	.78471455	1.9154375	""	679	"Age-sex"
"onscoviddeath"	"model0"	"Black"	"10+"	2.4291565	5.716e-09	1.8020073	3.2745713	""	680	"Age-sex"
"onscoviddeath"	"model1"	"Black"	"1-2"	1		1	1	""	681	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Black"	"3-5"	1.0264716	.85859906	.7700452	1.3682884	""	682	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Black"	"6-9"	1.2306612	.362246	.78746393	1.9232968	""	683	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Black"	"10+"	2.4343527	5.489e-09	1.8051899	3.2827977	""	684	"Age-sex-IMD"
"onscoviddeath"	"model2"	"Black"	"1-2"	1		1	1	""	685	"+ co-morbidities"
"onscoviddeath"	"model2"	"Black"	"3-5"	1.0892318	.59879913	.79220484	1.4976253	""	686	"+ co-morbidities"
"onscoviddeath"	"model2"	"Black"	"6-9"	1.3838767	.20852679	.8340698	2.2961086	""	687	"+ co-morbidities"
"onscoviddeath"	"model2"	"Black"	"10+"	2.4490684	2.930e-07	1.7390773	3.4489184	""	688	"+ co-morbidities"
"onscoviddeath"	"crude"	"Mixed"	"1-2"	1		1	1	""	689	"Crude"
"onscoviddeath"	"crude"	"Mixed"	"3-5"	.54898994	.04070144	.30913516	.97494555	""	690	"Crude"
"onscoviddeath"	"crude"	"Mixed"	"6-9"	.85339738	.72094194	.35758333	2.0366919	""	691	"Crude"
"onscoviddeath"	"crude"	"Mixed"	"10+"	2.0050429	.01570751	1.1402275	3.5257851	""	692	"Crude"
"onscoviddeath"	"model0"	"Mixed"	"1-2"	1		1	1	""	693	"Age-sex"
"onscoviddeath"	"model0"	"Mixed"	"3-5"	1.0823682	.7909523	.60284472	1.9433211	""	694	"Age-sex"
"onscoviddeath"	"model0"	"Mixed"	"6-9"	1.5219537	.34834404	.63269198	3.6610911	""	695	"Age-sex"
"onscoviddeath"	"model0"	"Mixed"	"10+"	2.6982477	.00073391	1.5165526	4.8007175	""	696	"Age-sex"
"onscoviddeath"	"model1"	"Mixed"	"1-2"	1		1	1	""	697	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Mixed"	"3-5"	1.1014124	.74623781	.61358213	1.9770937	""	698	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Mixed"	"6-9"	1.4817823	.38042368	.61539961	3.5678911	""	699	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Mixed"	"10+"	2.7467582	.00059625	1.5428099	4.8902205	""	700	"Age-sex-IMD"
"onscoviddeath"	"model2"	"Mixed"	"1-2"	1		1	1	""	701	"+ co-morbidities"
"onscoviddeath"	"model2"	"Mixed"	"3-5"	1.2557786	.49050245	.65727641	2.3992644	""	702	"+ co-morbidities"
"onscoviddeath"	"model2"	"Mixed"	"6-9"	2.0447384	.1582091	.75714671	5.5219882	""	703	"+ co-morbidities"
"onscoviddeath"	"model2"	"Mixed"	"10+"	3.1636212	.00079493	1.6141421	6.2005067	""	704	"+ co-morbidities"
"onscoviddeath"	"crude"	"Other"	"1-2"	1		1	1	""	705	"Crude"
"onscoviddeath"	"crude"	"Other"	"3-5"	.64588519	.06110009	.40876317	1.0205608	""	706	"Crude"
"onscoviddeath"	"crude"	"Other"	"6-9"	1.1391527	.66655837	.62980018	2.0604453	""	707	"Crude"
"onscoviddeath"	"crude"	"Other"	"10+"	2.3723177	.00004655	1.5653294	3.59534	""	708	"Crude"
"onscoviddeath"	"model0"	"Other"	"1-2"	1		1	1	""	709	"Age-sex"
"onscoviddeath"	"model0"	"Other"	"3-5"	1.0374014	.87655819	.65273031	1.6487691	""	710	"Age-sex"
"onscoviddeath"	"model0"	"Other"	"6-9"	1.8625967	.04126036	1.0249735	3.3847376	""	711	"Age-sex"
"onscoviddeath"	"model0"	"Other"	"10+"	3.2818938	3.891e-08	2.1481117	5.0140907	""	712	"Age-sex"
"onscoviddeath"	"model1"	"Other"	"1-2"	1		1	1	""	713	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Other"	"3-5"	1.042614	.85993705	.65586764	1.6574138	""	714	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Other"	"6-9"	1.8714309	.03989948	1.0293433	3.4024155	""	715	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Other"	"10+"	3.2221876	7.897e-08	2.1021568	4.9389718	""	716	"Age-sex-IMD"
"onscoviddeath"	"model2"	"Other"	"1-2"	1		1	1	""	717	"+ co-morbidities"
"onscoviddeath"	"model2"	"Other"	"3-5"	1.1647014	.57178053	.68658411	1.9757658	""	718	"+ co-morbidities"
"onscoviddeath"	"model2"	"Other"	"6-9"	1.5823558	.24592131	.72886308	3.4352815	""	719	"+ co-morbidities"
"onscoviddeath"	"model2"	"Other"	"10+"	3.9535353	1.351e-08	2.4601804	6.3533719	""	720	"+ co-morbidities"
"severe"	"crude"	"White"	"1-2"	1		1	1	""	721	"Crude"
"severe"	"crude"	"White"	"3-5"	.77800317	0	.77236394	.78368357	""	722	"Crude"
"severe"	"crude"	"White"	"6-9"	.98740398	.14425334	.97074517	1.0043487	""	723	"Crude"
"severe"	"crude"	"White"	"10+"	1.0279019	2.869e-09	1.0186087	1.0372799	""	724	"Crude"
"severe"	"model0"	"White"	"1-2"	1		1	1	""	725	"Age-sex"
"severe"	"model0"	"White"	"3-5"	1.0206699	5.049e-07	1.0125565	1.0288483	""	726	"Age-sex"
"severe"	"model0"	"White"	"6-9"	1.252404	1.26e-141	1.230788	1.2743997	""	727	"Age-sex"
"severe"	"model0"	"White"	"10+"	1.0949653	4.815e-84	1.0849875	1.1050348	""	728	"Age-sex"
"severe"	"model1"	"White"	"1-2"	1		1	1	""	729	"Age-sex-IMD"
"severe"	"model1"	"White"	"3-5"	1.0300484	4.471e-13	1.0218264	1.0383365	""	730	"Age-sex-IMD"
"severe"	"model1"	"White"	"6-9"	1.1912124	1.289e-85	1.1705609	1.2122282	""	731	"Age-sex-IMD"
"severe"	"model1"	"White"	"10+"	1.0958315	6.490e-85	1.0858119	1.1059436	""	732	"Age-sex-IMD"
"severe"	"model2"	"White"	"1-2"	1		1	1	""	733	"+ co-morbidities"
"severe"	"model2"	"White"	"3-5"	1.0543704	6.322e-29	1.0446131	1.064219	""	734	"+ co-morbidities"
"severe"	"model2"	"White"	"6-9"	1.3067139	2.93e-136	1.2794263	1.3345834	""	735	"+ co-morbidities"
"severe"	"model2"	"White"	"10+"	1.1796056	3.33e-216	1.1674997	1.1918369	""	736	"+ co-morbidities"
"severe"	"crude"	"South Asian"	"1-2"	1		1	1	""	737	"Crude"
"severe"	"crude"	"South Asian"	"3-5"	.88790654	7.618e-15	.8616866	.91492431	""	738	"Crude"
"severe"	"crude"	"South Asian"	"6-9"	.95212449	.0076502	.91841009	.98707654	""	739	"Crude"
"severe"	"crude"	"South Asian"	"10+"	.79867158	2.489e-28	.76742013	.83119568	""	740	"Crude"
"severe"	"model0"	"South Asian"	"1-2"	1		1	1	""	741	"Age-sex"
"severe"	"model0"	"South Asian"	"3-5"	1.0021399	.89077664	.97202695	1.0331857	""	742	"Age-sex"
"severe"	"model0"	"South Asian"	"6-9"	1.0608834	.00157211	1.0227105	1.1004812	""	743	"Age-sex"
"severe"	"model0"	"South Asian"	"10+"	.88499543	2.987e-09	.84998433	.92144865	""	744	"Age-sex"
"severe"	"model1"	"South Asian"	"1-2"	1		1	1	""	745	"Age-sex-IMD"
"severe"	"model1"	"South Asian"	"3-5"	.99987468	.99361248	.96966226	1.0310285	""	746	"Age-sex-IMD"
"severe"	"model1"	"South Asian"	"6-9"	1.0337791	.0774104	.99635609	1.0726077	""	747	"Age-sex-IMD"
"severe"	"model1"	"South Asian"	"10+"	.87277428	4.646e-11	.83811483	.90886704	""	748	"Age-sex-IMD"
"severe"	"model2"	"South Asian"	"1-2"	1		1	1	""	749	"+ co-morbidities"
"severe"	"model2"	"South Asian"	"3-5"	.96113692	.02951434	.92743509	.99606344	""	750	"+ co-morbidities"
"severe"	"model2"	"South Asian"	"6-9"	1.0181379	.4126073	.97528524	1.0628734	""	751	"+ co-morbidities"
"severe"	"model2"	"South Asian"	"10+"	.922369	.00081143	.8797611	.96704046	""	752	"+ co-morbidities"
"severe"	"crude"	"Black"	"1-2"	1		1	1	""	753	"Crude"
"severe"	"crude"	"Black"	"3-5"	.86790111	1.830e-10	.83090846	.9065407	""	754	"Crude"
"severe"	"crude"	"Black"	"6-9"	.88425487	.00016222	.82949831	.942626	""	755	"Crude"
"severe"	"crude"	"Black"	"10+"	.81349387	6.690e-09	.75867024	.8722792	""	756	"Crude"
"severe"	"model0"	"Black"	"1-2"	1		1	1	""	757	"Age-sex"
"severe"	"model0"	"Black"	"3-5"	.95072586	.02648687	.909227	.99411882	""	758	"Age-sex"
"severe"	"model0"	"Black"	"6-9"	.9881288	.71859082	.92598435	1.0544439	""	759	"Age-sex"
"severe"	"model0"	"Black"	"10+"	.86112535	.00002951	.80278486	.92370559	""	760	"Age-sex"
"severe"	"model1"	"Black"	"1-2"	1		1	1	""	761	"Age-sex-IMD"
"severe"	"model1"	"Black"	"3-5"	.95250222	.03366238	.91067836	.99624688	""	762	"Age-sex-IMD"
"severe"	"model1"	"Black"	"6-9"	.97721595	.48874892	.91548847	1.0431054	""	763	"Age-sex-IMD"
"severe"	"model1"	"Black"	"10+"	.86308589	.00004174	.8043921	.92606237	""	764	"Age-sex-IMD"
"severe"	"model2"	"Black"	"1-2"	1		1	1	""	765	"+ co-morbidities"
"severe"	"model2"	"Black"	"3-5"	1.0052817	.84825063	.95247704	1.0610139	""	766	"+ co-morbidities"
"severe"	"model2"	"Black"	"6-9"	1.0834277	.05247611	.99914268	1.1748228	""	767	"+ co-morbidities"
"severe"	"model2"	"Black"	"10+"	.96300626	.38467763	.88454305	1.0484295	""	768	"+ co-morbidities"
"severe"	"crude"	"Mixed"	"1-2"	1		1	1	""	769	"Crude"
"severe"	"crude"	"Mixed"	"3-5"	.88927451	.00017589	.8363896	.94550334	""	770	"Crude"
"severe"	"crude"	"Mixed"	"6-9"	.81779856	.00029704	.7333695	.91194749	""	771	"Crude"
"severe"	"crude"	"Mixed"	"10+"	.74869816	1.269e-08	.67766086	.8271821	""	772	"Crude"
"severe"	"model0"	"Mixed"	"1-2"	1		1	1	""	773	"Age-sex"
"severe"	"model0"	"Mixed"	"3-5"	.93392469	.03180475	.87742131	.99406672	""	774	"Age-sex"
"severe"	"model0"	"Mixed"	"6-9"	.86471344	.0094412	.77482692	.96502755	""	775	"Age-sex"
"severe"	"model0"	"Mixed"	"10+"	.76760403	2.386e-07	.69432433	.84861775	""	776	"Age-sex"
"severe"	"model1"	"Mixed"	"1-2"	1		1	1	""	777	"Age-sex-IMD"
"severe"	"model1"	"Mixed"	"3-5"	.94266631	.06562405	.88523536	1.0038232	""	778	"Age-sex-IMD"
"severe"	"model1"	"Mixed"	"6-9"	.8452034	.00276058	.7570686	.94359848	""	779	"Age-sex-IMD"
"severe"	"model1"	"Mixed"	"10+"	.77653032	8.916e-07	.70201967	.85894936	""	780	"Age-sex-IMD"
"severe"	"model2"	"Mixed"	"1-2"	1		1	1	""	781	"+ co-morbidities"
"severe"	"model2"	"Mixed"	"3-5"	.96516962	.37526581	.89242082	1.0438488	""	782	"+ co-morbidities"
"severe"	"model2"	"Mixed"	"6-9"	1.0077436	.91261109	.8780534	1.1565893	""	783	"+ co-morbidities"
"severe"	"model2"	"Mixed"	"10+"	.99903786	.98757841	.88501926	1.1277457	""	784	"+ co-morbidities"
"severe"	"crude"	"Other"	"1-2"	1		1	1	""	785	"Crude"
"severe"	"crude"	"Other"	"3-5"	1.0728052	.01267106	1.015137	1.1337495	""	786	"Crude"
"severe"	"crude"	"Other"	"6-9"	1.0553132	.21599585	.96904097	1.149266	""	787	"Crude"
"severe"	"crude"	"Other"	"10+"	.83092133	.00001112	.76503488	.90248206	""	788	"Crude"
"severe"	"model0"	"Other"	"1-2"	1		1	1	""	789	"Age-sex"
"severe"	"model0"	"Other"	"3-5"	1.1330165	.00001461	1.0708083	1.1988386	""	790	"Age-sex"
"severe"	"model0"	"Other"	"6-9"	1.1574518	.0008523	1.0621481	1.2613069	""	791	"Age-sex"
"severe"	"model0"	"Other"	"10+"	.88517654	.00417645	.81430409	.96221733	""	792	"Age-sex"
"severe"	"model1"	"Other"	"1-2"	1		1	1	""	793	"Age-sex-IMD"
"severe"	"model1"	"Other"	"3-5"	1.1256434	.00004445	1.0634745	1.1914466	""	794	"Age-sex-IMD"
"severe"	"model1"	"Other"	"6-9"	1.1128238	.01533298	1.0206904	1.2132736	""	795	"Age-sex-IMD"
"severe"	"model1"	"Other"	"10+"	.88704788	.00514016	.81561677	.96473488	""	796	"Age-sex-IMD"
"severe"	"model2"	"Other"	"1-2"	1		1	1	""	797	"+ co-morbidities"
"severe"	"model2"	"Other"	"3-5"	.99764008	.94756061	.9298132	1.0704147	""	798	"+ co-morbidities"
"severe"	"model2"	"Other"	"6-9"	1.061008	.29032686	.95070889	1.1841038	""	799	"+ co-morbidities"
"severe"	"model2"	"Other"	"10+"	1.0959737	.078941	.98946163	1.2139515	""	800	"+ co-morbidities"
