outcome	model	eth16	estimate	p	min95	max95	idstr4	num	adjusted
"ons"	"model1"	"All Other"	.69464735	2.142e-17	.63858225	.75563477	"eth16"	528	"Age-sex-IMD"
"ons"	"model2"	"British or Mixed British"	1		1	1	"eth16"	529	"+ co-morbidities"
"ons"	"model2"	"Irish"	.96225553	.44916257	.87099676	1.0630759	"eth16"	530	"+ co-morbidities"
"ons"	"model2"	"Other White"	.9290227	.001168	.88863579	.97124514	"eth16"	531	"+ co-morbidities"
"ons"	"model2"	"Indian"	.81233904	4.194e-07	.74950411	.88044176	"eth16"	532	"+ co-morbidities"
"ons"	"model2"	"Pakistani"	.73255935	8.279e-10	.66327766	.80907776	"eth16"	533	"+ co-morbidities"
"ons"	"model2"	"Bangladeshi"	.66445846	.00055997	.52676821	.83813913	"eth16"	534	"+ co-morbidities"
"ons"	"model2"	"Caribbean"	.75044189	1.717e-06	.66717179	.84410498	"eth16"	535	"+ co-morbidities"
"ons"	"model2"	"African"	.7174756	.00057216	.59396261	.86667279	"eth16"	536	"+ co-morbidities"
"ons"	"model2"	"Chinese"	.55822592	.00006633	.41918866	.74337931	"eth16"	537	"+ co-morbidities"
"ons"	"model2"	"All mixed"	.76599899	.00184924	.64766095	.90595928	"eth16"	538	"+ co-morbidities"
"ons"	"model2"	"All Other"	.77633946	1.033e-07	.70721407	.85222138	"eth16"	539	"+ co-morbidities"
"ons"	"model3"	"British or Mixed British"	1		1	1	"eth16"	540	"+ household size"
"ons"	"model3"	"Irish"	.95068783	.31989115	.86052387	1.050299	"eth16"	541	"+ household size"
"ons"	"model3"	"Other White"	.91548178	.00009953	.87566034	.95711413	"eth16"	542	"+ household size"
"ons"	"model3"	"Indian"	.71150059	2.069e-16	.65602397	.77166859	"eth16"	543	"+ household size"
"ons"	"model3"	"Pakistani"	.55582198	3.442e-30	.5025143	.61478465	"eth16"	544	"+ household size"
"ons"	"model3"	"Bangladeshi"	.49483249	3.253e-09	.3919871	.62466137	"eth16"	545	"+ household size"
"ons"	"model3"	"Caribbean"	.75529485	2.938e-06	.67145844	.84959885	"eth16"	546	"+ household size"
"ons"	"model3"	"African"	.65149353	8.954e-06	.5392405	.78711412	"eth16"	547	"+ household size"
"ons"	"model3"	"Chinese"	.52128139	8.314e-06	.39142912	.69421073	"eth16"	548	"+ household size"
"ons"	"model3"	"All mixed"	.74555638	.00060794	.63033592	.88183825	"eth16"	549	"+ household size"
"ons"	"model3"	"All Other"	.70690229	3.696e-13	.64376349	.77623358	"eth16"	550	"+ household size"
"severe"	"crude"	"British or Mixed British"	1		1	1	""	551	"Crude"
"severe"	"crude"	"Irish"	1.0287381	.11854206	.992783	1.0659954	""	552	"Crude"
"severe"	"crude"	"Other White"	.64759112	0	.64034331	.65492097	""	553	"Crude"
"severe"	"crude"	"Indian"	.63410754	0	.62189008	.64656502	""	554	"Crude"
"severe"	"crude"	"Pakistani"	.82538905	1.267e-75	.80869014	.84243278	""	555	"Crude"
"severe"	"crude"	"Bangladeshi"	.70273708	4.298e-52	.67146125	.73546971	""	556	"Crude"
"severe"	"crude"	"Caribbean"	.93575491	.00034078	.90236767	.97037746	""	557	"Crude"
"severe"	"crude"	"African"	.73393984	2.21e-111	.71436383	.75405231	""	558	"Crude"
"severe"	"crude"	"Chinese"	.23335502	0	.21887843	.24878909	""	559	"Crude"
"severe"	"crude"	"All mixed"	.76318029	1.183e-79	.74208583	.78487438	""	560	"Crude"
"severe"	"crude"	"All Other"	.66949766	0	.65786227	.68133884	""	561	"Crude"
"severe"	"model0"	"British or Mixed British"	1		1	1	""	562	"Age-sex"
"severe"	"model0"	"Irish"	1.047973	.01009605	1.0112201	1.0860616	""	563	"Age-sex"
"severe"	"model0"	"Other White"	.76583335	0	.75694386	.77482723	""	564	"Age-sex"
"severe"	"model0"	"Indian"	.80436753	3.045e-99	.78829924	.82076336	""	565	"Age-sex"
"severe"	"model0"	"Pakistani"	.98627322	.19679794	.96578862	1.0071923	""	566	"Age-sex"
"severe"	"model0"	"Bangladeshi"	.91575743	.0001642	.87478854	.958645	""	567	"Age-sex"
"severe"	"model0"	"Caribbean"	1.0975234	6.491e-07	1.0580239	1.1384976	""	568	"Age-sex"
"severe"	"model0"	"African"	.9611847	.00456029	.93524838	.98784028	""	569	"Age-sex"
"severe"	"model0"	"Chinese"	.28154485	0	.26404279	.30020703	""	570	"Age-sex"
"severe"	"model0"	"All mixed"	.94199112	.00003397	.91574615	.96898825	""	571	"Age-sex"
"severe"	"model0"	"All Other"	.8597645	2.433e-60	.84436495	.8754449	""	572	"Age-sex"
"severe"	"model1"	"British or Mixed British"	1		1	1	""	573	"Age-sex-IMD"
"severe"	"model1"	"Irish"	1.0128386	.48599044	.9771346	1.0498472	""	574	"Age-sex-IMD"
"severe"	"model1"	"Other White"	.72312736	0	.71467097	.73168381	""	575	"Age-sex-IMD"
"severe"	"model1"	"Indian"	.75839677	2.87e-156	.74311778	.7739899	""	576	"Age-sex-IMD"
"severe"	"model1"	"Pakistani"	.85388562	2.532e-48	.83597823	.8721766	""	577	"Age-sex-IMD"
"severe"	"model1"	"Bangladeshi"	.79792676	4.996e-22	.76216286	.83536886	""	578	"Age-sex-IMD"
"severe"	"model1"	"Caribbean"	.9703922	.10987055	.9352889	1.006813	""	579	"Age-sex-IMD"
"severe"	"model1"	"African"	.84414737	2.585e-33	.82115744	.86778096	""	580	"Age-sex-IMD"
"severe"	"model1"	"Chinese"	.28008716	0	.26251312	.29883771	""	581	"Age-sex-IMD"
"severe"	"model1"	"All mixed"	.88283974	9.148e-18	.85807547	.90831871	""	582	"Age-sex-IMD"
"severe"	"model1"	"All Other"	.79432992	1.09e-135	.78000153	.80892151	""	583	"Age-sex-IMD"
"severe"	"model2"	"British or Mixed British"	1		1	1	""	584	"+ co-morbidities"
"severe"	"model2"	"Irish"	1.0516424	.01486679	1.0098818	1.0951298	""	585	"+ co-morbidities"
"severe"	"model2"	"Other White"	.88906284	8.932e-60	.8765854	.90171789	""	586	"+ co-morbidities"
"severe"	"model2"	"Indian"	.88812252	1.596e-22	.86722225	.90952649	""	587	"+ co-morbidities"
"severe"	"model2"	"Pakistani"	.87409895	7.768e-27	.85286633	.89586018	""	588	"+ co-morbidities"
"severe"	"model2"	"Bangladeshi"	.82463434	2.481e-12	.78132138	.87034837	""	589	"+ co-morbidities"
"severe"	"model2"	"Caribbean"	.98722305	.55439148	.94602026	1.0302204	""	590	"+ co-morbidities"
"severe"	"model2"	"African"	1.0329963	.05835858	.99885218	1.0683075	""	591	"+ co-morbidities"
"severe"	"model2"	"Chinese"	.57014523	2.287e-42	.52592614	.61808218	""	592	"+ co-morbidities"
"severe"	"model2"	"All mixed"	.98202969	.3074167	.94842188	1.0168284	""	593	"+ co-morbidities"
"severe"	"model2"	"All Other"	.96733061	.00302022	.94632789	.98879946	""	594	"+ co-morbidities"
"severe"	"model3"	"British or Mixed British"	1		1	1	""	595	"+ household size"
"severe"	"model3"	"Irish"	1.0511264	.01587297	1.0093856	1.0945933	""	596	"+ household size"
"severe"	"model3"	"Other White"	.88327029	2.828e-66	.87086255	.89585482	""	597	"+ household size"
"severe"	"model3"	"Indian"	.86285105	1.368e-33	.84244277	.88375372	""	598	"+ household size"
"severe"	"model3"	"Pakistani"	.82653727	1.341e-50	.80616267	.84742681	""	599	"+ household size"
"severe"	"model3"	"Bangladeshi"	.78223169	5.746e-19	.74103262	.82572129	""	600	"+ household size"
"severe"	"model3"	"Caribbean"	.98789129	.57545111	.94665759	1.030921	""	601	"+ household size"
"severe"	"model3"	"African"	1.0138077	.42470263	.98024222	1.0485225	""	602	"+ household size"
"severe"	"model3"	"Chinese"	.56442293	7.792e-44	.52064576	.61188099	""	603	"+ household size"
"severe"	"model3"	"All mixed"	.97664707	.18359897	.94321714	1.0112618	""	604	"+ household size"
"severe"	"model3"	"All Other"	.94833606	2.349e-06	.9276785	.96945362	""	605	"+ household size"
