idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	dm_type
"model2_confirmed_eth5_2"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.9697729	.11195999	11.926984	8.562e-33	1.7621168	2.2019002	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0234323	.00229758	10.317216	5.891e-25	1.018939	1.0279454	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0079556	.0009068	8.8080689	1.273e-18	1.0061799	1.0097345	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.95017593	.03020955	-1.6074955	.10794572	.89277338	1.0112693	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.56124086	.02694462	-12.031183	2.436e-33	.51083888	.61661576	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.hypertension"	"Diagnosed hypertension"	1.0417319	.03630238	1.173225	.24070559	.97295606	1.1153694	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"bp_map"	"Mean Arterial Pressure"	1.0020742	.00013891	14.947357	1.621e-50	1.001802	1.0023465	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4614978	.09815282	5.6501946	1.603e-08	1.2812452	1.6671092	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2279029	.05704062	4.4196211	9.887e-06	1.1210437	1.3449479	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.cancer"	"Cancer"	1.081578	.07964158	1.0650028	.28687464	.93622437	1.2494985	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.chronic_liver_disease"	"Chronic liver disease"	1.196599	.14765193	1.4545673	.14578909	.93954233	1.5239859	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.stroke"	"Stroke"	1.2560148	.10139516	2.8236145	.00474855	1.0722085	1.4713306	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.dementia"	"Dementia"	1.0559487	.26873862	.21390818	.83061866	.64122769	1.7388949	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.other_neuro"	"Neurological disease"	1.1336889	.14655731	.97062165	.33173672	.87994405	1.4606049	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.egfr60"	"CKD defined by egfr<60"	1.2322162	.07763528	3.3142723	.00091882	1.0890738	1.3941726	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.esrf"	"end stage renal failure"	4.0202389	.53559314	10.443608	1.567e-25	3.0963584	5.2197838	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.66922143	.10318431	-2.6049142	.00918973	.49468281	.90534242	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_2"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0803451	.05999794	1.3915418	.1640612	.96892522	1.2045775	"model2"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.dm_type"	"Diabetes Type"	.98356399	.20710553	-.07870477	.93726745	.65098079	1.4860625	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"2.dm_type"	"Diabetes Type"	1.179556	.04338441	4.4898529	7.127e-06	1.0975167	1.2677278	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"3.dm_type"	"Diabetes Type"	1.1192358	.06459845	1.9517122	.05097238	.99952385	1.2532855	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.male"	"Male"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.male"	"Male"	1.0889845	.02974405	3.1209985	.00180239	1.0322202	1.1488704	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"age1"	"Age spline 1"	1.0043752	.00388732	1.1279534	.2593396	.99678498	1.0120231	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"age2"	"Age spline 2"	.97801116	.01297972	-1.6753281	.09386987	.95289939	1.0037847	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"age3"	"Age spline 3"	1.0474434	.03908024	1.242352	.21410671	.97358106	1.1269093	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3151166	.08959019	4.0210173	.00005795	1.1507408	1.5029723	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.5172724	.09560129	6.6167772	3.671e-11	1.3410053	1.7167087	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.6730989	.09990771	8.6190189	6.753e-18	1.488308	1.8808338	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.9414868	.11685002	11.023424	2.946e-28	1.725457	2.1845637	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0231382	.00246174	9.5070543	1.961e-21	1.0183247	1.0279745	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0082529	.00094907	8.7315527	2.512e-18	1.0063945	1.0101147	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.95255287	.03257599	-1.4213925	.15520269	.89079788	1.0185891	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.57356263	.02948737	-10.812651	2.999e-27	.51858482	.6343689	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.hypertension"	"Diagnosed hypertension"	1.0715365	.03996063	1.8527324	.06392073	.99600902	1.1527913	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"bp_map"	"Mean Arterial Pressure"	1.0021204	.00015693	13.525969	1.099e-41	1.0018129	1.0024281	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.5241156	.10879971	5.9033626	3.562e-09	1.3251178	1.7529976	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2188362	.06073386	3.9714805	.00007143	1.105428	1.343879	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.cancer"	"Cancer"	1.1194166	.08754786	1.4423971	.14919038	.96033018	1.304857	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.chronic_liver_disease"	"Chronic liver disease"	1.0990494	.15104437	.68721816	.49194526	.83952772	1.4387966	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.stroke"	"Stroke"	1.239859	.10625819	2.5086708	.01211864	1.0481484	1.4666343	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.dementia"	"Dementia"	.7702209	.22692151	-.88615518	.37553391	.43234991	1.3721299	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.other_neuro"	"Neurological disease"	1.1580756	.15637778	1.0868472	.27710437	.88878572	1.5089565	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.egfr60"	"CKD defined by egfr<60"	1.1949009	.08067174	2.6374531	.00835312	1.0468017	1.3639528	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.esrf"	"end stage renal failure"	4.0474359	.577566	9.7974147	1.155e-22	3.0599489	5.3535984	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.73596968	.11927281	-1.8916594	.05853637	.53568858	1.0111311	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0689881	.06435942	1.1080721	.26783067	.95000414	1.2028743	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	"1"
"model3_confirmed_eth5_2"	"2.hh_total_cat"	"Number of people in household"	1.3431954	.04818031	8.2255947	1.942e-16	1.2520068	1.4410257	"model3"	"confirmed"	"eth5"	""	"2"
"model3_confirmed_eth5_2"	"3.hh_total_cat"	"Number of people in household"	1.447853	.05718696	9.3696873	7.275e-21	1.3399972	1.56439	"model3"	"confirmed"	"eth5"	""	"3"
"model3_confirmed_eth5_2"	"4.hh_total_cat"	"Number of people in household"	1.4762294	.10300847	5.5818539	2.380e-08	1.2875337	1.6925794	"model3"	"confirmed"	"eth5"	""	"4"
"model3_confirmed_eth5_2"	"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_2"	"1.carehome"	"Care home y/n"	5.7694182	1.0965968	9.2206325	2.954e-20	3.9750594	8.3737582	"model3"	"confirmed"	"eth5"	""	""
"crude_confirmed_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"crude"	"confirmed"	"eth5"	""	""
"crude_confirmed_eth5_3"	"1.dm_type"	"Diabetes Type"	1.4508556	.51474111	1.0489564	.29419821	.72382082	2.9081535	"crude"	"confirmed"	"eth5"	""	""
"crude_confirmed_eth5_3"	"2.dm_type"	"Diabetes Type"	2.825908	.17235199	17.032801	4.690e-65	2.5075135	3.1847311	"crude"	"confirmed"	"eth5"	""	""
"crude_confirmed_eth5_3"	"3.dm_type"	"Diabetes Type"	1.941279	.20442362	6.2993784	2.988e-10	1.5792591	2.3862862	"crude"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"1.dm_type"	"Diabetes Type"	1.3559887	.48150188	.85760924	.39110827	.67608379	2.7196414	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"2.dm_type"	"Diabetes Type"	2.0186803	.13778507	10.291462	7.700e-25	1.7659108	2.3076308	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"3.dm_type"	"Diabetes Type"	1.4712173	.15809934	3.5928201	.00032712	1.1918054	1.8161356	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"1.male"	"Male"	.75651854	.03749665	-5.629571	1.807e-08	.68648332	.83369877	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"age1"	"Age spline 1"	1.0646611	.00860476	7.752445	9.014e-15	1.0479289	1.0816604	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"age2"	"Age spline 2"	.89299387	.02317262	-4.3614004	.00001292	.84871199	.93958617	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_3"	"age3"	"Age spline 3"	1.2877755	.09025797	3.6085387	.00030793	1.1224859	1.4774045	"model0"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"1.dm_type"	"Diabetes Type"	1.3571486	.48194158	.85996735	.38980704	.67663487	2.7220772	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"2.dm_type"	"Diabetes Type"	2.0054375	.13744364	10.153312	3.203e-24	1.7533621	2.293753	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"3.dm_type"	"Diabetes Type"	1.4719193	.15832258	3.5939013	.00032576	1.1921395	1.8173599	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"1.male"	"Male"	.75106643	.03739844	-5.7489346	8.981e-09	.68123007	.82806207	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"age1"	"Age spline 1"	1.0646927	.00865042	7.7154116	1.206e-14	1.0478725	1.0817829	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"age2"	"Age spline 2"	.89352889	.02330118	-4.3169687	.00001582	.84900691	.94038562	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"age3"	"Age spline 3"	1.2857621	.09052173	3.5701745	.00035674	1.1200395	1.4760052	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.2528871	.15915824	1.7747373	.07594127	.97674473	1.6070995	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.218905	.14705804	1.6407523	.10084885	.96222002	1.5440641	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2598531	.14514154	2.0050766	.04495485	1.0052107	1.579002	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.2871918	.14625301	2.2219591	.02628607	1.0302159	1.6082675	"model1"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.dm_type"	"Diabetes Type"	.75611196	.27156552	-.77838696	.43634092	.37399704	1.5286359	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"2.dm_type"	"Diabetes Type"	1.3660968	.09972206	4.2735205	.00001924	1.1839834	1.5762217	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"3.dm_type"	"Diabetes Type"	1.1006002	.12349792	.85425508	.39296367	.88331697	1.3713319	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.male"	"Male"	.99895762	.0565729	-.01841581	.98530714	.89400897	1.1162263	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"age1"	"Age spline 1"	1.0537402	.01086084	5.0787061	3.800e-07	1.0326669	1.0752436	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"age2"	"Age spline 2"	.88337315	.02743682	-3.9926257	.00006535	.83120204	.93881884	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"age3"	"Age spline 3"	1.3322187	.10917183	3.5003653	.00046462	1.1345452	1.5643332	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.2493974	.17037304	1.6328432	.10250198	.95637273	1.6322023	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1941099	.15502923	1.3664284	.17180455	.92583643	1.5401192	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2868639	.15909667	2.0400023	.04135009	1.0099444	1.6397128	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.2836127	.15689867	2.0426596	.04108615	1.0101593	1.6310909	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0418938	.0047205	9.0582218	1.326e-19	1.0326828	1.0511871	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.009794	.00199376	4.936304	7.962e-07	1.0058939	1.0137093	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.97507627	.06192001	-.39745667	.69103074	.86096393	1.1043131	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.51129335	.05669738	-6.0493383	1.454e-09	.41141518	.63541867	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.hypertension"	"Diagnosed hypertension"	1.1015859	.07434942	1.4334929	.15171703	.96509074	1.2573858	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"bp_map"	"Mean Arterial Pressure"	1.0046418	.00087719	5.3039054	1.134e-07	1.002924	1.0063625	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.7070615	.22730137	4.0162151	.00005914	1.3149481	2.2161018	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.5225906	.14606454	4.3824269	.00001174	1.2616126	1.8375546	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.cancer"	"Cancer"	1.2677529	.14624462	2.0566177	.03972302	1.0112121	1.5893772	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.chronic_liver_disease"	"Chronic liver disease"	1.2596871	.26051495	1.1163105	.26428924	.83989756	1.8892918	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.stroke"	"Stroke"	1.3283936	.18848879	2.0013095	.04535904	1.0058839	1.7543074	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.dementia"	"Dementia"	2.4726048	.65781025	3.4027751	.00066705	1.4679173	4.1649313	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.other_neuro"	"Neurological disease"	1.6970461	.36434411	2.4634658	.0137601	1.1141573	2.5848822	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.egfr60"	"CKD defined by egfr<60"	1.1597248	.11523084	1.4913642	.1358659	.95450699	1.4090641	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.esrf"	"end stage renal failure"	4.1819431	.78669685	7.6057554	2.832e-14	2.8923589	6.0465	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.5165519	.16735294	3.7737715	.0001608	1.2215925	1.8827305	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.ra_sle_psoriasis"	"Autoimmune disease"	.9839755	.15512669	-.1024673	.91838577	.72242008	1.3402282	"model2"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_3"	"1.dm_type"	"Diabetes Type"	.68797091	.26420075	-.9739076	.33010242	.32410373	1.4603472	"model3"	"confirmed"	"eth5"	""	""
"model3_confirmed_eth5_3"	"2.dm_type"	"Diabetes Type"	1.3751024	.1049597	4.1731144	.00003005	1.1840334	1.5970043	"model3"	"confirmed"	"eth5"	""	""
