idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	dm_type
"model2_cpnsdeath_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.dm_type"	"Diabetes Type"	2.3247212	1.1245936	1.7438611	.08118331	.90073817	5.9998884	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"2.dm_type"	"Diabetes Type"	1.7659148	.30460198	3.2968295	.00097783	1.2593496	2.4762426	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"3.dm_type"	"Diabetes Type"	1.0915028	.29898973	.31963322	.74924639	.63805721	1.8671968	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.male"	"Male"	2.3842505	.38547498	5.3742506	7.690e-08	1.7367345	3.2731835	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"age1"	"Age spline 1"	1.1610099	.14672387	1.1813173	.23747668	.90628423	1.4873303	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"age2"	"Age spline 2"	.94941495	.26262786	-.18765523	.85114693	.55207244	1.6327364	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"age3"	"Age spline 3"	.99793617	.62083706	-.00332085	.99735035	.29481691	3.3779493	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3983545	.72751094	.64447546	.51926717	.50439333	3.8767272	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	2.269836	1.0902695	1.7065522	.08790532	.88539519	5.8190461	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	2.4779239	1.1660218	1.9283689	.05380926	.98524247	6.2320767	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.9802319	.93533678	1.4464544	.14804979	.78462485	4.9976982	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.064645	.01368088	4.8747531	1.089e-06	1.0381659	1.0917996	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0141988	.00370189	3.8626604	.00011216	1.0069691	1.0214804	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.2833106	.20003575	1.600279	.1095367	.94547691	1.7418575	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.9828714	.27703097	-.0612966	.951123	.5656894	1.7077149	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.hypertension"	"Diagnosed hypertension"	1.402483	.28696383	1.6531065	.09830919	.93914396	2.0944164	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"bp_map"	"Mean Arterial Pressure"	.99671817	.00301598	-1.0863603	.27731962	.99082445	1.0026469	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.2362783	.28519642	.91944165	.35786461	.78659831	1.94303	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.1607736	.19496026	.88764701	.37473066	.83518391	1.6132918	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.cancer"	"Cancer"	1.0030765	.2004769	.01536964	.98773728	.67797115	1.4840787	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.chronic_liver_disease"	"Chronic liver disease"	1.2912324	.6600865	.49998799	.61708353	.47409417	3.5167722	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.stroke"	"Stroke"	2.1192036	.40916611	3.8898808	.00010029	1.4515319	3.093989	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.dementia"	"Dementia"	2.5822431	.74879129	3.2714946	.00106981	1.4627435	4.558543	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.other_neuro"	"Neurological disease"	1.0751342	.45488974	.17122536	.86404657	.46915782	2.4638055	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.egfr60"	"CKD defined by egfr<60"	1.5030175	.25519685	2.3998794	.01640048	1.0775534	2.096473	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.esrf"	"end stage renal failure"	6.1681883	1.8111371	6.1963467	5.779e-10	3.4691508	10.967107	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.4374385	.46656512	1.1179421	.26359173	.76086126	2.7156454	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_3"	"1.ra_sle_psoriasis"	"Autoimmune disease"	.67530549	.28141587	-.9420871	.34614805	.29839005	1.5283268	"model2"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.dm_type"	"Diabetes Type"	.89531297	.65731484	-.15062103	.88027467	.21234667	3.7748899	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"2.dm_type"	"Diabetes Type"	1.6972655	.30211349	2.9720111	.00295856	1.1973904	2.4058235	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"3.dm_type"	"Diabetes Type"	.99880307	.28645076	-.00417598	.99666806	.56932512	1.7522634	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.male"	"Male"	2.433123	.4064112	5.3233612	1.019e-07	1.7538221	3.3755348	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"age1"	"Age spline 1"	1.1575252	.14476198	1.1696973	.24212281	.90589485	1.4790508	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"age2"	"Age spline 2"	.95533888	.26321438	-.16582917	.86829139	.55671757	1.6393813	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"age3"	"Age spline 3"	.96570344	.60038696	-.05613312	.95523576	.28552473	3.2662079	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.5067449	.86077317	.71760197	.47300274	.49177375	4.6165136	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	2.5687698	1.3645974	1.7759429	.07574232	.90686945	7.2762164	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	2.7117794	1.4164918	1.9098485	.05615272	.97416197	7.5487936	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	2.0116342	1.0573273	1.329793	.18358649	.71804591	5.6356731	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0695867	.01405746	5.1185324	3.079e-07	1.0423864	1.0974968	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0152274	.00461883	3.3217933	.00089441	1.0062149	1.0243207	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.2949317	.20978474	1.5953754	.11062831	.94264551	1.7788746	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.0134023	.28911273	.046666	.96277943	.57935305	1.7726398	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.hypertension"	"Diagnosed hypertension"	1.5176172	.32240726	1.9635445	.04958294	1.0007609	2.3014106	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"bp_map"	"Mean Arterial Pressure"	.99554679	.00308713	-1.4392891	.15006863	.98951447	1.0016159	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3225975	.31316728	1.1808228	.23767312	.83153108	2.1036665	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.1633425	.20251492	.86912408	.38477927	.82704708	1.636383	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.cancer"	"Cancer"	1.0600206	.21823269	.28312366	.77708205	.70806385	1.5869242	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.chronic_liver_disease"	"Chronic liver disease"	1.3737019	.70274858	.62065297	.53482798	.50401203	3.7440711	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.stroke"	"Stroke"	1.9217284	.38974566	3.2208724	.00127801	1.2913973	2.8597243	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.dementia"	"Dementia"	1.8675469	.59358603	1.9652045	.04939058	1.001667	3.481927	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.other_neuro"	"Neurological disease"	.87953228	.40674098	-.27757511	.78133854	.35531406	2.1771641	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.egfr60"	"CKD defined by egfr<60"	1.5969201	.2801594	2.6680572	.00762913	1.1322717	2.2522454	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.esrf"	"end stage renal failure"	6.815496	2.1049633	6.2140237	5.164e-10	3.7205247	12.485063	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.3312457	.46457091	.81987383	.41228803	.6717544	2.6381891	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.ra_sle_psoriasis"	"Autoimmune disease"	.58627244	.26856188	-1.1656617	.24375126	.23887895	1.4388684	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	"1"
"model3_cpnsdeath_eth5_3"	"2.hh_total_cat"	"Number of people in household"	.92808499	.15956852	-.43407564	.66423351	.66257956	1.2999824	"model3"	"cpnsdeath"	"eth5"	""	"2"
"model3_cpnsdeath_eth5_3"	"3.hh_total_cat"	"Number of people in household"	.67149882	.21651006	-1.2351376	.2167793	.35693899	1.263271	"model3"	"cpnsdeath"	"eth5"	""	"3"
"model3_cpnsdeath_eth5_3"	"4.hh_total_cat"	"Number of people in household"	3.0231113	1.2287867	2.7217314	.00649409	1.3629224	6.7055923	"model3"	"cpnsdeath"	"eth5"	""	"4"
"model3_cpnsdeath_eth5_3"	"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"cpnsdeath"	"eth5"	""	""
"model3_cpnsdeath_eth5_3"	"1.carehome"	"Care home y/n"	3.5318006	1.6331754	2.7287048	.00635836	1.4268671	8.7419602	"model3"	"cpnsdeath"	"eth5"	""	""
"crude_cpnsdeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"crude"	"cpnsdeath"	"eth5"	""	""
"crude_cpnsdeath_eth5_4"	"1.dm_type"	"Diabetes Type"	21.15013	15.618343	4.132494	.00003588	4.9744154	89.925741	"crude"	"cpnsdeath"	"eth5"	""	""
"crude_cpnsdeath_eth5_4"	"2.dm_type"	"Diabetes Type"	17.457903	4.973816	10.037762	1.040e-23	9.9880765	30.514222	"crude"	"cpnsdeath"	"eth5"	""	""
"crude_cpnsdeath_eth5_4"	"3.dm_type"	"Diabetes Type"	1.08173	1.1122265	.07640748	.93909492	.14418496	8.1155464	"crude"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"1.dm_type"	"Diabetes Type"	10.492283	7.8584282	3.1384877	.00169822	2.4173731	45.540342	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"2.dm_type"	"Diabetes Type"	3.4808092	1.1042041	3.9317827	.00008432	1.8692041	6.4819207	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"3.dm_type"	"Diabetes Type"	.31428231	.3255276	-1.1174793	.26378946	.04127259	2.3931956	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"1.male"	"Male"	1.8335825	.5225605	2.1273119	.03339418	1.0488488	3.2054427	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"age1"	"Age spline 1"	1.6864368	.39850351	2.2116797	.0269888	1.0612847	2.6798361	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"age2"	"Age spline 2"	.34005298	.1758442	-2.0859343	.03698457	.12341935	.93693599	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_4"	"age3"	"Age spline 3"	12.612139	14.631851	2.1847872	.02890445	1.2980024	122.5468	"model0"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"1.dm_type"	"Diabetes Type"	10.616985	7.9680859	3.147826	.0016449	2.4387725	46.220121	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"2.dm_type"	"Diabetes Type"	3.3945215	1.0814199	3.8363064	.0001249	1.8180444	6.338006	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"3.dm_type"	"Diabetes Type"	.30566724	.31680182	-1.1436002	.2527895	.04009041	2.3305437	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"1.male"	"Male"	1.8355624	.52340728	2.1299485	.03317586	1.0496647	3.2098721	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"age1"	"Age spline 1"	1.6830749	.39679006	2.2083379	.02722073	1.0603032	2.6716331	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"age2"	"Age spline 2"	.34208021	.17662141	-2.077624	.03774401	.1243481	.94105874	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"age3"	"Age spline 3"	12.440545	14.416732	2.1753978	.02960032	1.2835833	120.5743	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	.63913281	.40920422	-.69917004	.48444577	.18222589	2.2416724	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	.93739227	.53421294	-.11344846	.90967503	.3067806	2.8642759	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5878603	.81755005	.89805703	.36915515	.57882814	4.3558703	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.97069323	.52427608	-.05507226	.9560809	.33677819	2.7978218	"model1"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1.dm_type"	"Diabetes Type"	2.998372	2.6261314	1.2537152	.20994555	.53871439	16.688314	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"2.dm_type"	"Diabetes Type"	3.0796204	1.1456051	3.023709	.00249696	1.4854362	6.3846983	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"3.dm_type"	"Diabetes Type"	.36027457	.37725709	-.97493274	.32959363	.04627094	2.8051679	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1.male"	"Male"	2.0530598	.68284081	2.1627737	.03055859	1.0697809	3.9401103	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"age1"	"Age spline 1"	1.6274595	.39461486	2.008555	.04458435	1.0118517	2.6176014	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"age2"	"Age spline 2"	.33645123	.18071148	-2.0280782	.04255226	.11741751	.96407626	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"age3"	"Age spline 3"	13.086994	15.865842	2.1212086	.03390425	1.2158978	140.85839	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	.8958855	.69238844	-.14225546	.88687822	.19696916	4.0748046	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1729798	.81584254	.2293896	.81856611	.30009197	4.5848663	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	2.155829	1.3872861	1.193737	.23258087	.6107481	7.609682	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0488004	.70748959	.07063323	.94368967	.27957454	3.934487	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0253039	.02816764	.90960417	.3630313	.97155637	1.0820248	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0067629	.01086363	.62462728	.53221571	.98569416	1.028282	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.71149146	.24217533	-1.0000437	.31728937	.3651239	1.3864337	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.80748836	.41941202	-.41167756	.68057577	.29175579	2.2348741	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1.hypertension"	"Diagnosed hypertension"	.74740312	.31065992	-.70046648	.48363603	.33094126	1.6879473	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"bp_map"	"Mean Arterial Pressure"	1.007052	.00721801	.98043773	.3268701	.99300387	1.0212989	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	2.0379748	.94088177	1.5421167	.12304524	.82455651	5.0370606	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.5727037	.57431203	1.2399432	.21499639	.76879297	3.217247	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1.cancer"	"Cancer"	3.4182339	1.2504672	3.3598909	.00077973	1.6688335	7.0014911	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"cpnsdeath"	"eth5"	""	""
"model2_cpnsdeath_eth5_4"	"1.chronic_liver_disease"	"Chronic liver disease"	9.995e-19	1.338e-09	-3.096e-08	.99999998	0		"model2"	"cpnsdeath"	"eth5"	""	""
